Area Code (M49),Area,Item Code (CPC),Item,Element,Unit,Year,Production_Value
4,Afghanistan,'01341,Apples,Production,t,2024,109542.0077
4,Afghanistan,'01341,Apples,Production,t,2025,114229.9847
4,Afghanistan,'01341,Apples,Production,t,2026,119153.3601
4,Afghanistan,'01341,Apples,Production,t,2027,124325.216
4,Afghanistan,'01341,Apples,Production,t,2028,129759.4228
4,Afghanistan,'01341,Apples,Production,t,2029,135470.6894
4,Afghanistan,'01341,Apples,Production,t,2030,141474.6183
4,Afghanistan,'01341,Apples,Production,t,2031,147787.7629
4,Afghanistan,'01341,Apples,Production,t,2032,154427.6893
4,Afghanistan,'01341,Apples,Production,t,2033,161413.0433
4,Afghanistan,'01341,Apples,Production,t,2034,168763.6201
4,Afghanistan,'01341,Apples,Production,t,2035,176500.4407
4,Afghanistan,'01343,Apricots,Production,t,2024,83839.1712
4,Afghanistan,'01343,Apricots,Production,t,2025,85513.132
4,Afghanistan,'01343,Apricots,Production,t,2026,87240.0238
4,Afghanistan,'01343,Apricots,Production,t,2027,89021.6958
4,Afghanistan,'01343,Apricots,Production,t,2028,90860.072
4,Afghanistan,'01343,Apricots,Production,t,2029,92757.1541
4,Afghanistan,'01343,Apricots,Production,t,2030,94715.0254
4,Afghanistan,'01343,Apricots,Production,t,2031,96735.854
4,Afghanistan,'01343,Apricots,Production,t,2032,98821.8968
4,Afghanistan,'01343,Apricots,Production,t,2033,100975.5033
4,Afghanistan,'01343,Apricots,Production,t,2034,103199.1198
4,Afghanistan,'01343,Apricots,Production,t,2035,105495.2936
4,Afghanistan,'0115,Barley,Production,t,2024,287935.0777
4,Afghanistan,'0115,Barley,Production,t,2025,287669.6984
4,Afghanistan,'0115,Barley,Production,t,2026,287404.2531
4,Afghanistan,'0115,Barley,Production,t,2027,287138.7418
4,Afghanistan,'0115,Barley,Production,t,2028,286873.1646
4,Afghanistan,'0115,Barley,Production,t,2029,286607.5214
4,Afghanistan,'0115,Barley,Production,t,2030,286341.8122
4,Afghanistan,'0115,Barley,Production,t,2031,286076.037
4,Afghanistan,'0115,Barley,Production,t,2032,285810.1959
4,Afghanistan,'0115,Barley,Production,t,2033,285544.2888
4,Afghanistan,'0115,Barley,Production,t,2034,285278.3157
4,Afghanistan,'0115,Barley,Production,t,2035,285012.2767
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2024,4439.6375
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2025,4437.6923
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2026,4435.7466
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2027,4433.8003
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2028,4431.8535
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2029,4429.9061
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2030,4427.9582
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2031,4426.0098
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2032,4424.0608
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2033,4422.1112
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2034,4420.1611
4,Afghanistan,'22249.01,Butter and ghee of sheep milk,Production,t,2035,4418.2105
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2024,33332.4715
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2025,33743.3792
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2026,34154.3894
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2027,34565.502
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2028,34976.7171
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2029,35388.0346
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2030,35799.4547
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2031,36210.9772
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2032,36622.6021
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2033,37034.3296
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2034,37446.1595
4,Afghanistan,'22241.01,Butter of cow milk,Production,t,2035,37858.0919
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2024,487407.6159
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2025,524403.5693
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2026,564377.6212
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2027,607581.7888
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2028,654290.372
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2029,704802.0027
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2030,759441.8883
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2031,818564.2715
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2032,882555.1238
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2033,951835.0995
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2034,1026862.7736
4,Afghanistan,'01229,Cantaloupes and other melons,Production,t,2035,1108138.1931
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2024,3365.6953
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2025,3400.2434
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2026,3434.8
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2027,3469.3652
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2028,3503.9388
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2029,3538.5209
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2030,3573.1114
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2031,3607.7105
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2032,3642.3181
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2033,3676.9342
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2034,3711.5587
4,Afghanistan,'21512,"Cattle fat, unrendered",Production,t,2035,3746.1918
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2024,11264.5118
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2025,11401.9668
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2026,11539.4562
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2027,11676.9798
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2028,11814.5379
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2029,11952.1303
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2030,12089.757
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2031,12227.418
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2032,12365.1134
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2033,12502.8432
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2034,12640.6073
4,Afghanistan,'22254,"Cheese from milk of goats, fresh or processed",Production,t,2035,12778.4057
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2024,11850.5107
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2025,11845.6445
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2026,11840.7769
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2027,11835.9081
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2028,11831.038
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2029,11826.1667
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2030,11821.2941
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2031,11816.4202
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2032,11811.545
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2033,11806.6686
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2034,11801.7909
4,Afghanistan,'22253,"Cheese from milk of sheep, fresh or processed",Production,t,2035,11796.9119
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2024,15579.8192
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2025,15449.2046
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2026,15318.5575
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2027,15187.878
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2028,15057.1661
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2029,14926.4216
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2030,14795.6448
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2031,14664.8355
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2032,14533.9938
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2033,14403.1196
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2034,14272.213
4,Afghanistan,'01921.02,"Cotton lint, ginned",Production,t,2035,14141.274
4,Afghanistan,'0143,Cotton seed,Production,t,2024,33572.4477
4,Afghanistan,'0143,Cotton seed,Production,t,2025,33382.0494
4,Afghanistan,'0143,Cotton seed,Production,t,2026,33191.6037
4,Afghanistan,'0143,Cotton seed,Production,t,2027,33001.1108
4,Afghanistan,'0143,Cotton seed,Production,t,2028,32810.5705
4,Afghanistan,'0143,Cotton seed,Production,t,2029,32619.9829
4,Afghanistan,'0143,Cotton seed,Production,t,2030,32429.348
4,Afghanistan,'0143,Cotton seed,Production,t,2031,32238.6657
4,Afghanistan,'0143,Cotton seed,Production,t,2032,32047.9361
4,Afghanistan,'0143,Cotton seed,Production,t,2033,31857.1592
4,Afghanistan,'0143,Cotton seed,Production,t,2034,31666.3349
4,Afghanistan,'0143,Cotton seed,Production,t,2035,31475.4633
4,Afghanistan,'2168,Cottonseed oil,Production,t,2024,5183.0046
4,Afghanistan,'2168,Cottonseed oil,Production,t,2025,5142.8244
4,Afghanistan,'2168,Cottonseed oil,Production,t,2026,5102.6343
4,Afghanistan,'2168,Cottonseed oil,Production,t,2027,5062.4341
4,Afghanistan,'2168,Cottonseed oil,Production,t,2028,5022.224
4,Afghanistan,'2168,Cottonseed oil,Production,t,2029,4982.004
4,Afghanistan,'2168,Cottonseed oil,Production,t,2030,4941.7739
4,Afghanistan,'2168,Cottonseed oil,Production,t,2031,4901.534
4,Afghanistan,'2168,Cottonseed oil,Production,t,2032,4861.284
4,Afghanistan,'2168,Cottonseed oil,Production,t,2033,4821.0241
4,Afghanistan,'2168,Cottonseed oil,Production,t,2034,4780.7542
4,Afghanistan,'2168,Cottonseed oil,Production,t,2035,4740.4744
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2024,21717.8182
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2025,21905.5212
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2026,22093.2708
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2027,22281.0671
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2028,22468.9099
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2029,22656.7993
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2030,22844.7352
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2031,23032.7178
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2032,23220.747
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2033,23408.8228
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2034,23596.9451
4,Afghanistan,'21151,"Edible offal of cattle, fresh, chilled or frozen",Production,t,2035,23785.1141
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2024,9548.9867
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2025,9671.3833
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2026,9793.8105
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2027,9916.2683
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2028,10038.7567
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2029,10161.2756
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2030,10283.8251
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2031,10406.4051
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2032,10529.0158
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2033,10651.6569
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2034,10774.3287
4,Afghanistan,'21156,"Edible offal of goat, fresh, chilled or frozen",Production,t,2035,10897.031
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2024,22682.2233
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2025,22748.7467
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2026,22815.2865
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2027,22881.8426
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2028,22948.4152
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2029,23015.0041
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2030,23081.6093
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2031,23148.231
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2032,23214.869
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2033,23281.5233
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2034,23348.1941
4,Afghanistan,'21155,"Edible offal of sheep, fresh, chilled or frozen",Production,t,2035,23414.8812
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2024,520.4792
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2025,518.4604
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2026,516.4412
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2027,514.4217
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2028,512.4019
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2029,510.3817
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2030,508.3612
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2031,506.3403
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2032,504.3191
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2033,502.2976
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2034,500.2757
4,Afghanistan,'21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",Production,t,2035,498.2535
4,Afghanistan,'21519.02,Fat of camels,Production,t,2024,242.8773
4,Afghanistan,'21519.02,Fat of camels,Production,t,2025,241.9365
4,Afghanistan,'21519.02,Fat of camels,Production,t,2026,240.9956
4,Afghanistan,'21519.02,Fat of camels,Production,t,2027,240.0546
4,Afghanistan,'21519.02,Fat of camels,Production,t,2028,239.1136
4,Afghanistan,'21519.02,Fat of camels,Production,t,2029,238.1726
4,Afghanistan,'21519.02,Fat of camels,Production,t,2030,237.2314
4,Afghanistan,'21519.02,Fat of camels,Production,t,2031,236.2902
4,Afghanistan,'21519.02,Fat of camels,Production,t,2032,235.3489
4,Afghanistan,'21519.02,Fat of camels,Production,t,2033,234.4075
4,Afghanistan,'21519.02,Fat of camels,Production,t,2034,233.4661
4,Afghanistan,'21519.02,Fat of camels,Production,t,2035,232.5246
4,Afghanistan,'01315,Figs,Production,t,2024,12100.8468
4,Afghanistan,'01315,Figs,Production,t,2025,12125.6533
4,Afghanistan,'01315,Figs,Production,t,2026,12150.7408
4,Afghanistan,'01315,Figs,Production,t,2027,12176.1108
4,Afghanistan,'01315,Figs,Production,t,2028,12201.7649
4,Afghanistan,'01315,Figs,Production,t,2029,12227.7047
4,Afghanistan,'01315,Figs,Production,t,2030,12253.9316
4,Afghanistan,'01315,Figs,Production,t,2031,12280.4474
4,Afghanistan,'01315,Figs,Production,t,2032,12307.2537
4,Afghanistan,'01315,Figs,Production,t,2033,12334.3521
4,Afghanistan,'01315,Figs,Production,t,2034,12361.7442
4,Afghanistan,'01315,Figs,Production,t,2035,12389.4319
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2024,8152.8019
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2025,8165.0404
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2026,8177.2817
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2027,8189.526
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2028,8201.7731
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2029,8214.023
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2030,8226.2759
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2031,8238.5316
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2032,8250.7903
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2033,8263.0517
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2034,8275.3161
4,Afghanistan,'21170.02,"Game meat, fresh, chilled or frozen",Production,t,2035,8287.5833
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2024,1843.7172
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2025,1868.0708
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2026,1892.4305
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2027,1916.7964
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2028,1941.1684
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2029,1965.5466
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2030,1989.9309
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2031,2014.3214
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2032,2038.7181
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2033,2063.1209
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2034,2087.5299
4,Afghanistan,'21515,"Goat fat, unrendered",Production,t,2035,2111.945
4,Afghanistan,'01330,Grapes,Production,t,2024,398549.5537
4,Afghanistan,'01330,Grapes,Production,t,2025,398844.7775
4,Afghanistan,'01330,Grapes,Production,t,2026,399140.0749
4,Afghanistan,'01330,Grapes,Production,t,2027,399435.4459
4,Afghanistan,'01330,Grapes,Production,t,2028,399730.8905
4,Afghanistan,'01330,Grapes,Production,t,2029,400026.4086
4,Afghanistan,'01330,Grapes,Production,t,2030,400322.0004
4,Afghanistan,'01330,Grapes,Production,t,2031,400617.6657
4,Afghanistan,'01330,Grapes,Production,t,2032,400913.4046
4,Afghanistan,'01330,Grapes,Production,t,2033,401209.2171
4,Afghanistan,'01330,Grapes,Production,t,2034,401505.1031
4,Afghanistan,'01330,Grapes,Production,t,2035,401801.0627
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2024,91973.8075
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2025,92819.2802
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2026,93673.5293
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2027,94536.6538
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2028,95408.7542
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2029,96289.9321
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2030,97180.2901
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2031,98079.9326
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2032,98988.9646
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2033,99907.4929
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2034,100835.6254
4,Afghanistan,'0231,"Hen eggs in shell, fresh",Production,t,2035,101773.4713
4,Afghanistan,'01441,Linseed,Production,t,2024,6365.1162
4,Afghanistan,'01441,Linseed,Production,t,2025,6222.4815
4,Afghanistan,'01441,Linseed,Production,t,2026,6082.7269
4,Afghanistan,'01441,Linseed,Production,t,2027,5945.802
4,Afghanistan,'01441,Linseed,Production,t,2028,5811.6571
4,Afghanistan,'01441,Linseed,Production,t,2029,5680.2434
4,Afghanistan,'01441,Linseed,Production,t,2030,5551.5126
4,Afghanistan,'01441,Linseed,Production,t,2031,5425.417
4,Afghanistan,'01441,Linseed,Production,t,2032,5301.9099
4,Afghanistan,'01441,Linseed,Production,t,2033,5180.9449
4,Afghanistan,'01441,Linseed,Production,t,2034,5062.4764
4,Afghanistan,'01441,Linseed,Production,t,2035,4946.4596
4,Afghanistan,'0112,Maize (corn),Production,t,2024,470634.1871
4,Afghanistan,'0112,Maize (corn),Production,t,2025,470008.9709
4,Afghanistan,'0112,Maize (corn),Production,t,2026,469383.599
4,Afghanistan,'0112,Maize (corn),Production,t,2027,468758.0716
4,Afghanistan,'0112,Maize (corn),Production,t,2028,468132.3885
4,Afghanistan,'0112,Maize (corn),Production,t,2029,467506.5497
4,Afghanistan,'0112,Maize (corn),Production,t,2030,466880.5554
4,Afghanistan,'0112,Maize (corn),Production,t,2031,466254.4054
4,Afghanistan,'0112,Maize (corn),Production,t,2032,465628.0998
4,Afghanistan,'0112,Maize (corn),Production,t,2033,465001.6386
4,Afghanistan,'0112,Maize (corn),Production,t,2034,464375.0217
4,Afghanistan,'0112,Maize (corn),Production,t,2035,463748.2493
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2024,3475.6045
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2025,3462.3316
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2026,3449.0556
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2027,3435.7764
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2028,3422.4941
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2029,3409.2087
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2030,3395.9201
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2031,3382.6284
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2032,3369.3335
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2033,3356.0355
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2034,3342.7343
4,Afghanistan,'21117.01,"Meat of camels, fresh or chilled",Production,t,2035,3329.43
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2024,101790.4946
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2025,102200.1693
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2026,102609.9459
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2027,103019.8243
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2028,103429.8046
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2029,103839.8867
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2030,104250.0707
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2031,104660.3565
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2032,105070.7442
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2033,105481.2337
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2034,105891.825
4,Afghanistan,'21111.01,"Meat of cattle with the bone, fresh or chilled",Production,t,2035,106302.5183
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2024,25702.2524
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2025,26015.0532
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2026,26327.932
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2027,26640.8888
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2028,26953.9238
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2029,27267.0368
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2030,27580.2278
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2031,27893.4969
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2032,28206.8441
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2033,28520.2694
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2034,28833.7726
4,Afghanistan,'21121,"Meat of chickens, fresh or chilled",Production,t,2035,29147.354
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2024,43945.9636
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2025,44413.4595
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2026,44881.0718
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2027,45348.8007
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2028,45816.646
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2029,46284.6077
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2030,46752.686
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2031,47220.8806
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2032,47689.1918
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2033,48157.6194
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2034,48626.1635
4,Afghanistan,'21116,"Meat of goat, fresh or chilled",Production,t,2035,49094.8241
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2024,106668.3664
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2025,106819.4741
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2026,106970.6193
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2027,107121.802
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2028,107273.0221
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2029,107424.2797
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2030,107575.5747
4,Afghanistan,'21115,"Meat of sheep, fresh or chilled",Production,t,2031,107726.9072
